timestamp,temp_amb1,date (America/Sao_Paulo)
1774641035495,25.3,2026-03-27 16:50:35.495000-03:00
1774641025476,25.4,2026-03-27 16:50:25.476000-03:00
1774641015459,25.3,2026-03-27 16:50:15.459000-03:00
1774641005507,25.3,2026-03-27 16:50:05.507000-03:00
1774640995167,25.3,2026-03-27 16:49:55.167000-03:00
1774640985510,25.3,2026-03-27 16:49:45.510000-03:00
1774640985002,25.3,2026-03-27 16:49:45.002000-03:00
1774640975044,25.3,2026-03-27 16:49:35.044000-03:00
1774640965555,25.2,2026-03-27 16:49:25.555000-03:00
1774640955495,25.2,2026-03-27 16:49:15.495000-03:00
1774640945070,25.3,2026-03-27 16:49:05.070000-03:00
1774640935536,25.2,2026-03-27 16:48:55.536000-03:00
1774640925182,25.2,2026-03-27 16:48:45.182000-03:00
1774640915530,25.3,2026-03-27 16:48:35.530000-03:00
1774640905501,25.2,2026-03-27 16:48:25.501000-03:00
1774640895053,25.3,2026-03-27 16:48:15.053000-03:00
1774640885039,25.3,2026-03-27 16:48:05.039000-03:00
1774640875518,25.2,2026-03-27 16:47:55.518000-03:00
1774640865168,25.3,2026-03-27 16:47:45.168000-03:00
1774640855567,25.2,2026-03-27 16:47:35.567000-03:00
1774640846913,25.2,2026-03-27 16:47:26.913000-03:00
1774640835026,25.3,2026-03-27 16:47:15.026000-03:00
1774640825074,25.2,2026-03-27 16:47:05.074000-03:00
1774640815532,25.2,2026-03-27 16:46:55.532000-03:00
1774640805070,25.3,2026-03-27 16:46:45.070000-03:00
1774640795037,25.2,2026-03-27 16:46:35.037000-03:00
1774640785550,25.3,2026-03-27 16:46:25.550000-03:00
1774640775567,25.2,2026-03-27 16:46:15.567000-03:00
1774640765073,25.2,2026-03-27 16:46:05.073000-03:00
1774640755529,25.3,2026-03-27 16:45:55.529000-03:00
1774640745541,25.3,2026-03-27 16:45:45.541000-03:00
1774640735557,25.3,2026-03-27 16:45:35.557000-03:00
1774640735067,25.3,2026-03-27 16:45:35.067000-03:00
1774640725563,25.3,2026-03-27 16:45:25.563000-03:00
1774640715572,25.3,2026-03-27 16:45:15.572000-03:00
1774640705743,25.3,2026-03-27 16:45:05.743000-03:00
1774640705072,25.3,2026-03-27 16:45:05.072000-03:00
1774640695058,25.2,2026-03-27 16:44:55.058000-03:00
1774640685063,25.2,2026-03-27 16:44:45.063000-03:00
1774640675794,25.3,2026-03-27 16:44:35.794000-03:00
1774640675087,25.3,2026-03-27 16:44:35.087000-03:00
1774640665084,25.4,2026-03-27 16:44:25.084000-03:00
1774640655557,25.3,2026-03-27 16:44:15.557000-03:00
1774640645562,25.4,2026-03-27 16:44:05.562000-03:00
1774640635602,25.3,2026-03-27 16:43:55.602000-03:00
1774640635098,25.3,2026-03-27 16:43:55.098000-03:00
1774640625570,25.3,2026-03-27 16:43:45.570000-03:00
1774640615182,25.4,2026-03-27 16:43:35.182000-03:00
1774640605087,25.4,2026-03-27 16:43:25.087000-03:00
1774640595581,25.4,2026-03-27 16:43:15.581000-03:00
1774640595122,25.4,2026-03-27 16:43:15.122000-03:00
1774640585217,25.4,2026-03-27 16:43:05.217000-03:00
1774640575581,25.3,2026-03-27 16:42:55.581000-03:00
1774640565086,25.3,2026-03-27 16:42:45.086000-03:00
1774640555080,25.3,2026-03-27 16:42:35.080000-03:00
1774640545571,25.4,2026-03-27 16:42:25.571000-03:00
1774640535085,25.4,2026-03-27 16:42:15.085000-03:00
1774640525613,25.4,2026-03-27 16:42:05.613000-03:00
1774640515297,25.4,2026-03-27 16:41:55.297000-03:00
1774640505557,25.4,2026-03-27 16:41:45.557000-03:00
1774640495915,25.5,2026-03-27 16:41:35.915000-03:00
1774640495105,25.5,2026-03-27 16:41:35.105000-03:00
1774640485593,25.4,2026-03-27 16:41:25.593000-03:00
1774640475184,25.3,2026-03-27 16:41:15.184000-03:00
1774640465246,25.4,2026-03-27 16:41:05.246000-03:00
1774640455135,25.4,2026-03-27 16:40:55.135000-03:00
1774640445804,25.3,2026-03-27 16:40:45.804000-03:00
1774640445155,25.3,2026-03-27 16:40:45.155000-03:00
1774640435635,25.3,2026-03-27 16:40:35.635000-03:00
1774640435122,25.3,2026-03-27 16:40:35.122000-03:00
1774640425614,25.4,2026-03-27 16:40:25.614000-03:00
1774640415093,25.3,2026-03-27 16:40:15.093000-03:00
1774640405851,25.3,2026-03-27 16:40:05.851000-03:00
1774640395130,25.3,2026-03-27 16:39:55.130000-03:00
1774640385648,25.3,2026-03-27 16:39:45.648000-03:00
1774640385141,25.3,2026-03-27 16:39:45.141000-03:00
1774640375633,25.3,2026-03-27 16:39:35.633000-03:00
1774640375139,25.3,2026-03-27 16:39:35.139000-03:00
1774640365837,25.2,2026-03-27 16:39:25.837000-03:00
1774640365174,25.2,2026-03-27 16:39:25.174000-03:00
1774640355709,25.3,2026-03-27 16:39:15.709000-03:00
1774640345774,25.2,2026-03-27 16:39:05.774000-03:00
1774640345182,25.2,2026-03-27 16:39:05.182000-03:00
1774640335931,25.2,2026-03-27 16:38:55.931000-03:00
1774640335155,25.2,2026-03-27 16:38:55.155000-03:00
1774640325108,25.3,2026-03-27 16:38:45.108000-03:00
1774640315176,25.3,2026-03-27 16:38:35.176000-03:00
